Date,Open,High,Low,Close,Volume,Adj Close
2009-06-03,54.00,54.00,49.21,50.23,183200,49.14
2009-06-02,53.99,54.30,52.40,52.65,151900,51.50
2009-06-01,51.00,54.30,51.00,54.30,145200,53.12
2009-05-29,49.20,50.84,48.40,50.48,305200,49.38
2009-05-28,48.85,49.42,48.25,49.30,111200,48.23
2009-05-27,49.49,49.49,48.50,49.40,157500,48.32
2009-05-26,48.30,49.39,46.65,49.39,194700,48.31
2009-05-25,50.20,50.20,48.00,49.00,124100,47.93
2009-05-22,49.10,50.08,46.95,50.08,159800,48.99
2009-05-21,49.05,49.36,48.51,49.00,41600,47.93
2009-05-20,49.55,50.80,48.60,49.50,291300,48.42
2009-05-19,47.36,49.85,47.00,49.15,380700,48.08
2009-05-18,47.29,47.75,46.07,47.16,259800,46.13
2009-05-15,45.13,48.94,44.28,48.15,397400,47.10
2009-05-14,42.75,45.48,42.53,44.95,537700,43.97
2009-05-13,42.20,42.95,41.91,42.52,467300,41.59
2009-05-12,41.13,44.87,41.13,42.50,476400,41.57
2009-05-11,45.20,45.66,41.36,41.79,880800,40.88
2009-05-08,46.39,47.15,44.51,45.42,609100,44.43
2009-05-07,47.11,49.30,44.42,46.22,1146800,45.21
2009-05-06,46.74,47.51,44.76,45.54,429700,44.55
2009-05-05,45.41,46.97,44.53,46.34,364300,45.33
2009-05-04,48.50,48.50,44.49,45.42,572600,44.43
2009-04-30,45.78,48.89,45.76,48.00,651900,46.95
2009-04-29,46.01,46.82,44.95,45.10,487100,44.12
2009-04-28,48.25,48.25,45.02,46.34,623700,45.33
2009-04-27,49.60,50.25,47.38,48.59,445400,47.53
2009-04-24,51.49,51.93,49.79,50.99,643400,49.88
2009-04-23,54.65,54.72,51.50,52.67,575900,49.58
2009-04-22,53.46,55.33,51.17,54.64,332700,51.43
2009-04-21,55.05,55.50,49.65,52.00,404700,48.95
2009-04-20,57.01,57.40,53.51,54.80,313500,51.58
2009-04-17,54.98,56.54,53.22,56.00,469000,52.71
2009-04-16,52.45,55.78,51.80,53.58,678300,50.43
2009-04-15,54.85,54.85,50.65,52.15,901700,49.09
2009-04-14,58.70,59.10,56.09,56.30,466800,52.99
2009-04-09,53.73,56.25,53.09,55.57,427400,52.31
2009-04-08,51.60,53.75,51.36,52.39,467900,49.31
2009-04-07,51.00,53.85,50.67,52.07,668700,49.01
2009-04-06,48.30,50.40,46.50,49.65,627100,46.73
2009-04-03,49.14,49.74,45.90,47.39,577600,44.61
2009-04-02,46.60,50.60,46.60,49.13,558600,46.24
2009-04-01,42.72,46.67,42.72,46.00,415100,43.30
2009-03-31,42.00,44.89,40.90,43.34,407500,40.79
2009-03-30,43.27,44.20,40.75,41.50,712100,39.06
2009-03-27,41.15,45.39,39.53,44.20,916600,41.60
2009-03-26,38.10,40.58,38.10,40.58,1149700,38.20
2009-03-25,37.30,38.40,35.60,38.10,618800,35.86
2009-03-24,35.90,36.44,35.50,36.00,164900,33.89
2009-03-23,36.50,36.88,34.88,35.30,263500,33.23
2009-03-20,36.36,36.67,34.99,35.40,563300,33.32
2009-03-19,34.88,37.43,34.88,36.27,484200,34.14
2009-03-18,35.55,35.89,33.80,34.97,325000,32.92
2009-03-17,36.50,36.67,34.85,35.71,402100,33.61
2009-03-16,37.45,38.33,36.01,36.76,255100,34.60
2009-03-13,37.43,37.46,35.64,36.39,273900,34.25
2009-03-12,35.55,37.30,34.91,36.32,405500,34.19
2009-03-11,30.80,36.20,30.70,35.60,925800,33.51
2009-03-10,30.60,31.89,30.55,31.09,373800,29.26
2009-03-09,31.11,31.42,29.55,30.24,279400,28.46
2009-03-06,33.82,34.35,31.49,31.49,117900,29.64
2009-03-05,36.00,36.00,32.77,33.00,244100,31.06
2009-03-04,35.75,36.65,34.54,36.39,291600,34.25
2009-03-03,34.89,35.57,34.23,34.99,335200,32.93
2009-03-02,34.40,36.80,33.00,34.23,282000,32.22
2009-02-27,34.86,36.40,33.90,35.62,274000,33.53
2009-02-26,34.71,36.45,34.65,35.88,235300,33.77
2009-02-25,35.03,35.09,33.77,34.61,200400,32.58
2009-02-24,35.63,35.98,34.00,34.50,217600,32.47
2009-02-23,37.70,37.70,35.50,36.05,220300,33.93
2009-02-20,38.00,38.28,36.50,36.74,128800,34.58
2009-02-19,38.66,39.25,38.00,38.41,179300,36.15
2009-02-18,37.65,39.37,36.75,38.66,343000,36.39
2009-02-17,37.49,37.79,36.92,37.20,113300,35.01
2009-02-16,37.32,38.48,36.53,37.75,180200,35.53
2009-02-13,36.51,38.00,36.40,37.00,212400,34.83
2009-02-12,36.77,36.77,35.01,35.58,131200,33.49
2009-02-11,36.39,37.08,35.55,36.40,145900,34.26
2009-02-10,39.65,39.65,36.40,36.40,241200,34.26
2009-02-09,38.20,39.50,37.26,39.07,252200,36.77
2009-02-06,36.90,38.99,36.00,38.00,208800,35.77
2009-02-05,35.84,37.37,35.55,36.29,120500,34.16
2009-02-04,37.10,38.00,36.03,36.84,181500,34.68
2009-02-03,36.67,36.89,33.65,35.92,208900,33.81
2009-02-02,39.00,39.00,34.70,36.24,216600,34.11
2009-01-30,38.80,40.10,38.00,38.75,328800,36.47
2009-01-29,38.36,38.83,36.72,38.83,174600,36.55
2009-01-28,35.80,38.78,35.65,38.36,266900,36.11
2009-01-27,34.65,36.26,33.51,35.12,142300,33.06
2009-01-26,34.00,34.75,31.75,34.39,161600,32.37
2009-01-23,35.54,36.08,33.10,34.03,201300,32.03
2009-01-22,37.15,38.32,35.01,35.50,340500,33.41
2009-01-21,37.25,39.30,36.57,37.74,205000,35.52
2009-01-20,37.50,38.25,36.80,37.40,201000,35.20
2009-01-19,38.85,38.85,37.00,37.00,182800,34.83
2009-01-16,39.00,39.00,36.00,37.56,209400,35.35
2009-01-15,38.43,39.24,37.54,38.40,292300,36.14
2009-01-14,39.00,39.70,37.95,38.09,155300,35.85
2009-01-13,39.30,39.43,37.60,38.49,261300,36.23
2009-01-12,41.20,41.49,38.72,39.03,165500,36.74
2009-01-09,40.70,42.25,39.76,41.34,311000,38.91
2009-01-08,40.00,41.63,38.25,40.85,410200,38.45
2009-01-07,44.18,44.18,40.20,40.35,359700,37.98
2009-01-06,42.00,46.00,41.93,43.55,286800,40.99
2009-01-05,41.84,42.39,40.25,41.50,207800,39.06
2009-01-02,39.50,41.07,38.93,40.75,217400,38.36
