date,goldprice,oilprice,dow
20sep2011,1799.05,113.93,2
21sep2011,1796.9,115.07,3
22sep2011,1729.63,109.38,4
23sep2011,1676.97,108.43,5
24sep2011,1676.97,108.43,6
25sep2011,1676.97,108.43,0
26sep2011,1603.97,107.3,1
27sep2011,1654.99,109.41,2
28sep2011,1645.85,109.18,3
29sep2011,1614.69,107.85,4
30sep2011,1617.79,106.22,5
01oct2011,1617.79,106.22,6
02oct2011,1617.79,106.22,0
03oct2011,1648.95,105.61,1
04oct2011,1628.65,104.15,2
05oct2011,1612.24,105.15,3
06oct2011,1641.47,106.28,4
07oct2011,1652.18,106.13,5
08oct2011,1652.18,106.13,6
09oct2011,1652.18,106.13,0
10oct2011,1664.17,109.17,1
11oct2011,1662.97,109.47,2
12oct2011,1678.55,111.94,3
13oct2011,1660.65,110.34,4
14oct2011,1671.8,114.2,5
15oct2011,1671.8,114.2,6
16oct2011,1671.8,114.2,0
17oct2011,1682.65,113.37,1
18oct2011,1636.2,111.49,2
19oct2011,1649.85,113.12,3
20oct2011,1614.34,110.6,4
21oct2011,1636.32,113.02,5
22oct2011,1636.32,113.02,6
23oct2011,1636.32,113.02,0
24oct2011,1655.57,113.06,1
25oct2011,1684.48,113.18,2
26oct2011,1716.94,111.88,3
27oct2011,1728.94,113.99,4
28oct2011,1743.74,112.4,5
29oct2011,1743.74,112.4,6
30oct2011,1743.74,112.4,0
31oct2011,1724.35,110.47,1
01nov2011,1701.8,109.19,2
02nov2011,1738.05,113.01,3
03nov2011,1759.09,112.61,4
04nov2011,1754.9,113.94,5
05nov2011,1754.9,113.94,6
06nov2011,1754.9,113.94,0
07nov2011,1782.71,114.41,1
08nov2011,1795.05,115.33,2
09nov2011,1790.7,115.02,3
10nov2011,1744.95,113.14,4
11nov2011,1775.72,114.5,5
12nov2011,1775.72,114.5,6
13nov2011,1775.72,114.5,0
14nov2011,1782.07,112.66,1
15nov2011,1779.56,112.03,2
16nov2011,1768.99,112.32,3
17nov2011,1735.69,109.97,4
18nov2011,1724.4,108.8,5
19nov2011,1724.4,108.8,6
20nov2011,1724.4,108.8,0
21nov2011,1692.78,106.84,1
22nov2011,1697.49,108.47,2
23nov2011,1679.8,107.54,3
24nov2011,1693.85,108.01,4
25nov2011,1691.65,106.84,5
26nov2011,1691.65,106.84,6
27nov2011,1691.65,106.84,0
28nov2011,1713.85,108.89,1
29nov2011,1709.07,110.86,2
30nov2011,1745.85,111.11,3
01dec2011,1745.15,109.03,4
02dec2011,1746.81,109.82,5
03dec2011,1746.81,109.82,6
04dec2011,1746.81,109.82,0
05dec2011,1739.97,111.28,1
06dec2011,1709.84,110.47,2
07dec2011,1730.07,110.37,3
08dec2011,1707.09,108.19,4
09dec2011,1716,107.95,5
10dec2011,1716,107.95,6
11dec2011,1716,107.95,0
12dec2011,1665.16,107.86,1
13dec2011,1659.4,109.21,2
14dec2011,1572.1,106.2,3
15dec2011,1570.49,105.25,4
16dec2011,1593.94,104.95,5
17dec2011,1593.94,104.95,6
18dec2011,1593.94,104.95,0
19dec2011,1593,104.82,1
20dec2011,1616.15,108.01,2
21dec2011,1610.47,108.56,3
22dec2011,1604.6,109.21,4
23dec2011,1606.78,108.77,5
24dec2011,1606.78,108.77,6
25dec2011,1606.78,108.77,0
26dec2011,1606.78,108.77,1
27dec2011,1606.78,110.3,2
28dec2011,1573.34,108.49,3
29dec2011,1530.91,107.86,4
30dec2011,1574.57,108.28,5
31dec2011,1574.57,108.28,6
01jan2012,1574.57,108.28,0
02jan2012,1574.57,108.28,1
03jan2012,1604,111.74,2
04jan2012,1610.15,113.92,3
05jan2012,1605.38,114.72,4
06jan2012,1621.2,112.39,5
07jan2012,1621.2,112.39,6
08jan2012,1621.2,112.39,0
09jan2012,1611.28,112.04,1
10jan2012,1638.09,113.6,2
11jan2012,1640.55,112.87,3
12jan2012,1655.4,113.88,4
13jan2012,1634.15,110.56,5
14jan2012,1634.15,110.56,6
15jan2012,1634.15,110.56,0
16jan2012,1643.65,111.61,1
17jan2012,1660.29,111.27,2
18jan2012,1652.88,110.69,3
19jan2012,1656.05,110.59,4
20jan2012,1657.69,109.46,5
21jan2012,1657.69,109.46,6
22jan2012,1657.69,109.46,0
23jan2012,1676.78,110.44,1
24jan2012,1669.28,109.95,2
25jan2012,1661.15,109.82,3
26jan2012,1725.35,110.42,4
27jan2012,1731.49,111.3,5
28jan2012,1731.49,111.3,6
29jan2012,1731.49,111.3,0
30jan2012,1728.63,110.79,1
31jan2012,1731.05,110.79,2
01feb2012,1749.24,112,3
02feb2012,1759.24,111.79,4
03feb2012,1742.9,112.85,5
04feb2012,1742.9,112.85,6
05feb2012,1742.9,112.85,0
06feb2012,1723.6,115.81,1
07feb2012,1738.6,116.68,2
08feb2012,1734.34,116.3,3
09feb2012,1748.9,118.21,4
10feb2012,1722.2,117.49,5
11feb2012,1722.2,117.49,6
12feb2012,1722.2,117.49,0
13feb2012,1726.47,118.55,1
14feb2012,1721.38,117.75,2
15feb2012,1729.05,119.72,3
16feb2012,1719.59,120.13,4
17feb2012,1720.24,119.79,5
18feb2012,1720.24,119.79,6
19feb2012,1720.24,119.79,0
20feb2012,1734.24,121.13,1
21feb2012,1755.75,121.35,2
22feb2012,1756.59,123.56,3
23feb2012,1784.34,124.03,4
24feb2012,1777.8,124.62,5
25feb2012,1777.8,124.62,6
26feb2012,1777.8,124.62,0
27feb2012,1777.45,124.85,1
28feb2012,1784.48,123.85,2
29feb2012,1734.74,122.02,3
01mar2012,1713.15,124.97,4
02mar2012,1713.49,124.48,5
03mar2012,1713.49,124.48,6
04mar2012,1713.49,124.48,0
05mar2012,1703.65,124.33,1
06mar2012,1673.6,122.87,2
07mar2012,1684.49,123.14,3
08mar2012,1694.64,126.45,4
09mar2012,1709.99,126.26,5
10mar2012,1709.99,126.26,6
11mar2012,1709.99,126.26,0
12mar2012,1701.84,125.49,1
13mar2012,1698.44,126.43,2
14mar2012,1642.8,126,3
15mar2012,1648.9,123.38,4
16mar2012,1654.88,124.81,5
17mar2012,1654.88,124.81,6
18mar2012,1654.88,124.81,0
19mar2012,1664.05,125.77,1
20mar2012,1652.4,124.45,2
21mar2012,1654.31,124.33,3
22mar2012,1639.09,122.89,4
23mar2012,1663.2,125.23,5
24mar2012,1663.2,125.23,6
25mar2012,1663.2,125.23,0
26mar2012,1684.65,125.78,1
27mar2012,1683.38,125.31,2
28mar2012,1673.3,124.46,3
29mar2012,1652.94,123.24,4
30mar2012,1663.8,123.4,5
31mar2012,1663.8,123.4,6
01apr2012,1663.8,123.4,0
02apr2012,1682.34,124.35,1
03apr2012,1673.22,125.61,2
04apr2012,1616.24,123.08,3
05apr2012,1632.78,122.84,4
06apr2012,1632.78,122.84,5
07apr2012,1632.78,122.84,6
08apr2012,1632.78,122.84,0
09apr2012,1632.78,121.41,1
10apr2012,1635.55,121.19,2
11apr2012,1657.69,120.07,3
12apr2012,1672.99,120.87,4
13apr2012,1668.97,121.13,5
14apr2012,1668.97,121.13,6
15apr2012,1668.97,121.13,0
16apr2012,1651.88,118.94,1
17apr2012,1649.65,118.95,2
18apr2012,1643.74,117.15,3
19apr2012,1645.94,118.75,4
20apr2012,1641.59,119.32,5
21apr2012,1641.59,119.32,6
22apr2012,1641.59,119.32,0
23apr2012,1632.07,117.65,1
24apr2012,1643.59,118.54,2
25apr2012,1639.1,118.31,3
26apr2012,1655.88,120.07,4
27apr2012,1664.18,119.51,5
28apr2012,1664.18,119.51,6
29apr2012,1664.18,119.51,0
30apr2012,1660.28,119.29,1
01may2012,1662.4,120.09,2
02may2012,1651.4,118.4,3
03may2012,1633.49,116.9,4
04may2012,1638.1,112.35,5
05may2012,1638.1,112.35,6
06may2012,1638.1,112.35,0
07may2012,1635.95,112.35,1
08may2012,1596.2,111.23,2
09may2012,1591.69,112.55,3
10may2012,1593.9,112.84,4
11may2012,1589.15,112.82,5
12may2012,1589.15,112.82,6
13may2012,1589.15,112.82,0
14may2012,1562.7,111.1,1
15may2012,1552.49,111.78,2
16may2012,1541.05,111.58,3
17may2012,1574.24,109.63,4
18may2012,1595.28,108.36,5
19may2012,1595.28,108.36,6
20may2012,1595.28,108.36,0
21may2012,1589.9,109.19,1
22may2012,1589.36,110,2
23may2012,1542.23,107.37,3
24may2012,1571.8,107.65,4
25may2012,1566.26,108.2,5
26may2012,1566.26,108.2,6
27may2012,1566.26,108.2,0
28may2012,1575.25,108.61,1
29may2012,1577.1,108.36,2
30may2012,1551.99,104.54,3
31may2012,1566.05,103.01,4
01jun2012,1611.34,98.36,5
02jun2012,1611.34,98.36,6
03jun2012,1611.34,98.36,0
04jun2012,1611.34,97.76000000000001,1
05jun2012,1611.34,98.70999999999999,2
06jun2012,1636.74,101,3
07jun2012,1592.29,100.05,4
08jun2012,1586.4,97.78,5
09jun2012,1586.4,97.78,6
10jun2012,1586.4,97.78,0
11jun2012,1584.9,98.51000000000001,1
12jun2012,1609.85,97.2,2
13jun2012,1621.27,97.98999999999999,3
14jun2012,1620.93,97.28,4
15jun2012,1627.49,97.8,5
16jun2012,1627.49,97.8,6
17jun2012,1627.49,97.8,0
18jun2012,1623,96.01000000000001,1
19jun2012,1625.75,96.17,2
20jun2012,1606.35,94.79000000000001,3
21jun2012,1577.94,90.65000000000001,4
22jun2012,1561.9,90.56,5
23jun2012,1561.9,90.56,6
24jun2012,1561.9,90.56,0
25jun2012,1571.7,90.11,1
26jun2012,1570.2,91.64,2
27jun2012,1570,93.44,3
28jun2012,1555.84,92.42,4
29jun2012,1597.36,95.44,5
30jun2012,1597.36,95.44,6
01jul2012,1597.36,95.44,0
02jul2012,1598.2,96.11,1
03jul2012,1619.15,100.78,2
04jul2012,1616.55,99.63,3
05jul2012,1608.8,101.36,4
06jul2012,1587.35,98.25,5
07jul2012,1587.35,98.25,6
08jul2012,1587.35,98.25,0
09jul2012,1587.5,99.56999999999999,1
10jul2012,1585.2,99.11,2
11jul2012,1574.68,99.27,3
12jul2012,1560.78,99.47,4
13jul2012,1591.84,102.27,5
14jul2012,1591.84,102.27,6
15jul2012,1591.84,102.27,0
16jul2012,1594.45,103.65,1
17jul2012,1577.38,104.55,2
18jul2012,1579.4,106.03,3
19jul2012,1588.34,108.28,4
20jul2012,1580.7,107.48,5
21jul2012,1580.7,107.48,6
22jul2012,1580.7,107.48,0
23jul2012,1576.3,104.61,1
24jul2012,1576.55,104.51,2
25jul2012,1599.85,103.72,3
26jul2012,1614,106.08,4
27jul2012,1616.65,107.12,5
28jul2012,1616.65,107.12,6
29jul2012,1616.65,107.12,0
30jul2012,1619.55,107.17,1
31jul2012,1621.25,106.53,2
01aug2012,1603.59,107.21,3
02aug2012,1594,107.5,4
03aug2012,1601.15,108.98,5
04aug2012,1601.15,108.98,6
05aug2012,1601.15,108.98,0
06aug2012,1612.5,109.32,1
07aug2012,1610.2,111.78,2
08aug2012,1615,113,3
09aug2012,1614.78,113.13,4
10aug2012,1621.55,112.78,5
11aug2012,1621.55,112.78,6
12aug2012,1621.55,112.78,0
13aug2012,1616.8,113.84,1
14aug2012,1600.84,113.68,2
15aug2012,1605.29,115.25,3
16aug2012,1615.69,115.99,4
17aug2012,1616.35,115.87,5
18aug2012,1616.35,115.87,6
19aug2012,1616.35,115.87,0
20aug2012,1619.09,115.92,1
21aug2012,1639.5,117.09,2
22aug2012,1641.08,116.77,3
23aug2012,1673.39,118.09,4
24aug2012,1669.2,116.71,5
25aug2012,1669.2,116.71,6
26aug2012,1669.2,116.71,0
27aug2012,1670.15,114.69,1
28aug2012,1670.95,114.17,2
29aug2012,1657.19,114.26,3
30aug2012,1654.55,114.62,4
31aug2012,1674.4,116.3,5
01sep2012,1674.4,116.3,6
02sep2012,1674.4,116.3,0
03sep2012,1693.98,115.64,1
04sep2012,1694,114.99,2
05sep2012,1693.9,113.76,3
06sep2012,1705.15,114.84,4
07sep2012,1737.06,113.91,5
08sep2012,1737.06,113.91,6
09sep2012,1737.06,113.91,0
10sep2012,1732.07,114.6,1
11sep2012,1732.71,115.24,2
12sep2012,1731.09,116.06,3
13sep2012,1733.49,116.44,4
14sep2012,1774.35,117.82,5
15sep2012,1774.35,117.82,6
16sep2012,1774.35,117.82,0
17sep2012,1771,117.16,1
18sep2012,1771.35,114.16,2
19sep2012,1771.8,109.41,3
20sep2012,1762.49,109.85,4
21sep2012,1772.07,111.74,5
22sep2012,1772.07,111.74,6
23sep2012,1772.07,111.74,0
24sep2012,1764.2,110.33,1
25sep2012,1771.88,111.81,2
26sep2012,1742.38,109.99,3
27sep2012,1766.79,112.52,4
28sep2012,1774.45,112.56,5
29sep2012,1774.45,112.56,6
30sep2012,1774.45,112.56,0
01oct2012,1777.3,113.04,1
02oct2012,1778.68,112.85,2
03oct2012,1778.95,109.62,3
04oct2012,1791.8,109.85,4
05oct2012,1785.47,111.69,5
06oct2012,1785.47,111.69,6
07oct2012,1785.47,111.69,0
08oct2012,1776.5,112.1,1
09oct2012,1763.8,113.64,2
10oct2012,1762.85,115.4,3
11oct2012,1772,115.72,4
12oct2012,1763.56,114.5,5
13oct2012,1763.56,114.5,6
14oct2012,1763.56,114.5,0
15oct2012,1734.37,114.57,1
16oct2012,1744.28,114.7,2
17oct2012,1748.7,113.86,3
18oct2012,1743.8,113.05,4
19oct2012,1734.53,112.39,5
20oct2012,1734.53,112.39,6
21oct2012,1734.53,112.39,0
22oct2012,1725.7,110.4,1
23oct2012,1711.2,108.32,2
24oct2012,1705.28,108.4,3
25oct2012,1714.68,108.44,4
26oct2012,1714.87,109.53,5
27oct2012,1714.87,109.53,6
28oct2012,1714.87,109.53,0
29oct2012,1706.8,109.63,1
30oct2012,1712.08,109.68,2
31oct2012,1724.19,109.85,3
01nov2012,1717.4,109.04,4
02nov2012,1681.35,106.51,5
03nov2012,1681.35,106.51,6
04nov2012,1681.35,106.51,0
05nov2012,1684.05,105.79,1
06nov2012,1693.25,109.17,2
07nov2012,1708.05,107.97,3
08nov2012,1716.55,106.93,4
09nov2012,1731.49,108.16,5
10nov2012,1731.49,108.16,6
11nov2012,1731.49,108.16,0
12nov2012,1731.68,109.77,1
13nov2012,1731.15,108.29,2
14nov2012,1726.49,109.5,3
15nov2012,1717.6,110.19,4
16nov2012,1713.1,109.33,5
17nov2012,1713.1,109.33,6
18nov2012,1713.1,109.33,0
19nov2012,1733.47,112.51,1
20nov2012,1730.6,111.47,2
21nov2012,1728.72,111.83,3
22nov2012,1731.35,111.55,4
23nov2012,1747.99,112.16,5
24nov2012,1747.99,112.16,6
25nov2012,1747.99,112.16,0
26nov2012,1748.3,111.91,1
27nov2012,1745.9,111.35,2
28nov2012,1712.85,110.28,3
29nov2012,1726.8,112.1,4
30nov2012,1717.96,112.25,5
01dec2012,1717.96,112.25,6
02dec2012,1717.96,112.25,0
03dec2012,1716.22,112.67,1
04dec2012,1696.95,109.89,2
05dec2012,1687.74,109.24,3
06dec2012,1700.86,107.29,4
07dec2012,1702.24,107.09,5
08dec2012,1702.24,107.09,6
09dec2012,1702.24,107.09,0
10dec2012,1713.74,108.07,1
11dec2012,1707.8,107.52,2
12dec2012,1711.3,109.79,3
13dec2012,1696.85,108.96,4
14dec2012,1696.66,109,5
15dec2012,1696.66,109,6
16dec2012,1696.66,109,0
17dec2012,1696.75,108.93,1
18dec2012,1692.34,109.61,2
19dec2012,1672.7,110.65,3
20dec2012,1643.7,110.64,4
21dec2012,1656.5,109.55,5
22dec2012,1656.5,109.55,6
23dec2012,1656.5,109.55,0
24dec2012,1660.48,109.14,1
25dec2012,1660.48,109.14,2
26dec2012,1661.14,111.67,3
27dec2012,1662.65,110.96,4
28dec2012,1656.21,110.78,5
29dec2012,1656.21,110.78,6
30dec2012,1656.21,110.78,0
31dec2012,1662.41,110.36,1
01jan2013,1662.41,110.36,2
02jan2013,1690.15,113.21,3
03jan2013,1679.57,113.16,4
04jan2013,1647.64,111.32,5
05jan2013,1647.64,111.32,6
06jan2013,1647.64,111.32,0
07jan2013,1650.08,111.37,1
08jan2013,1654.51,111.82,2
09jan2013,1659.24,111.76,3
10jan2013,1676.47,112.41,4
11jan2013,1659.9,110.16,5
12jan2013,1659.9,110.16,6
13jan2013,1659.9,110.16,0
14jan2013,1666.95,111.12,1
15jan2013,1682.28,111.37,2
16jan2013,1680.51,110.64,3
17jan2013,1686.44,111.05,4
18jan2013,1686.95,111.59,5
19jan2013,1686.95,111.59,6
20jan2013,1686.95,111.59,0
21jan2013,1689.95,112.38,1
22jan2013,1692.84,112.76,2
23jan2013,1685.65,113.37,3
24jan2013,1674.74,114.3,4
25jan2013,1662.6,113.77,5
26jan2013,1662.6,113.77,6
27jan2013,1662.6,113.77,0
28jan2013,1657.09,113.91,1
29jan2013,1661.9,115.01,2
30jan2013,1680.73,115.4,3
31jan2013,1663.9,115.9,4
01feb2013,1668.8,116.9,5
02feb2013,1668.8,116.9,6
03feb2013,1668.8,116.9,0
04feb2013,1671.09,116.15,1
05feb2013,1668,116.86,2
06feb2013,1675.44,116.69,3
07feb2013,1679.87,117.19,4
08feb2013,1667.85,119.15,5
09feb2013,1667.85,119.15,6
10feb2013,1667.85,119.15,0
11feb2013,1649.93,118.47,1
12feb2013,1648.99,118.05,2
13feb2013,1644.42,118.53,3
14feb2013,1639.94,118.53,4
15feb2013,1606.35,117.5,5
16feb2013,1606.35,117.5,6
17feb2013,1606.35,117.5,0
18feb2013,1607.95,117.9,1
19feb2013,1604.9,117.45,2
20feb2013,1581.4,116.58,3
21feb2013,1581.1,114.79,4
22feb2013,1573.47,114.29,5
23feb2013,1573.47,114.29,6
24feb2013,1573.47,114.29,0
25feb2013,1588.24,115.31,1
26feb2013,1608,113.67,2
27feb2013,1602.7,112.95,3
28feb2013,1582.94,112.8,4
01mar2013,1578.51,110.89,5
02mar2013,1578.51,110.89,6
03mar2013,1578.51,110.89,0
04mar2013,1574.24,110.16,1
05mar2013,1576.88,110.85,2
06mar2013,1582.19,110.89,3
07mar2013,1576.85,111.2,4
08mar2013,1574.59,109.94,5
09mar2013,1574.59,109.94,6
10mar2013,1574.59,109.94,0
11mar2013,1579.75,109.99,1
12mar2013,1592.55,109.91,2
13mar2013,1587.27,108.75,3
14mar2013,1589.92,109.25,4
15mar2013,1593.25,110.38,5
16mar2013,1593.25,110.38,6
17mar2013,1593.25,110.38,0
18mar2013,1607.95,109.59,1
19mar2013,1612.55,108.73,2
20mar2013,1606.8,108.41,3
21mar2013,1613.99,108.29,4
22mar2013,1608.38,107.98,5
23mar2013,1608.38,107.98,6
24mar2013,1608.38,107.98,0
25mar2013,1603.36,108.3,1
26mar2013,1599.34,108.79,2
27mar2013,1604.84,109.86,3
28mar2013,1595.8,109.57,4
29mar2013,1595.8,109.57,5
30mar2013,1595.8,109.57,6
31mar2013,1595.8,109.57,0
01apr2013,1595.8,110.87,1
02apr2013,1583.07,111.14,2
03apr2013,1571,108.73,3
04apr2013,1550.57,105.92,4
05apr2013,1565.99,104.82,5
06apr2013,1565.99,104.82,6
07apr2013,1565.99,104.82,0
08apr2013,1570.95,104.13,1
09apr2013,1587.4,104.87,2
10apr2013,1568.78,105.73,3
11apr2013,1565.84,104.79,4
12apr2013,1504.28,101.7,5
13apr2013,1504.28,101.7,6
14apr2013,1504.28,101.7,0
15apr2013,1358.92,100.14,1
16apr2013,1390.31,98.70999999999999,2
17apr2013,1388.3,97.56999999999999,3
18apr2013,1396.49,98.31999999999999,4
19apr2013,1403.55,98.84999999999999,5
20apr2013,1403.55,98.84999999999999,6
21apr2013,1403.55,98.84999999999999,0
22apr2013,1424.24,99.41,1
23apr2013,1409.88,99.42,2
24apr2013,1424.55,100.8,3
25apr2013,1455.05,101.98,4
26apr2013,1477.6,102.6,5
27apr2013,1477.6,102.6,6
28apr2013,1477.6,102.6,0
29apr2013,1472.65,102.98,1
30apr2013,1467.64,101.64,2
01may2013,1445.78,98.54000000000001,3
02may2013,1466.6,100.35,4
03may2013,1467.85,104.63,5
04may2013,1467.85,104.63,6
05may2013,1467.85,104.63,0
06may2013,1468.4,104.95,1
07may2013,1446.45,105.21,2
08may2013,1467.55,104.06,3
09may2013,1465.36,104.13,4
10may2013,1423.47,102.11,5
11may2013,1423.47,102.11,6
12may2013,1423.47,102.11,0
13may2013,1433.3,102.81,1
14may2013,1435.55,102.87,2
15may2013,1394.8,101.69,3
16may2013,1389.68,104.32,4
17may2013,1364.24,104.18,5
18may2013,1364.24,104.18,6
19may2013,1364.24,104.18,0
20may2013,1361.35,105.08,1
21may2013,1366.28,103.88,2
22may2013,1379.09,103.46,3
23may2013,1382.65,101.4,4
24may2013,1387.51,102,5
25may2013,1387.51,102,6
26may2013,1387.51,102,0
27may2013,1393.8,102,1
28may2013,1386.3,104.38,2
29may2013,1387.92,103.03,3
30may2013,1415.95,102.33,4
31may2013,1392.74,101.14,5
01jun2013,1392.74,101.14,6
02jun2013,1392.74,101.14,0
03jun2013,1408.95,102.01,1
04jun2013,1395.19,102.34,2
05jun2013,1407.5,103.98,3
06jun2013,1405.7,103.67,4
07jun2013,1381.68,104.3,5
08jun2013,1381.68,104.3,6
09jun2013,1381.68,104.3,0
10jun2013,1383.44,104.06,1
11jun2013,1376.09,102.23,2
12jun2013,1391.3,103.87,3
13jun2013,1382.9,103.95,4
14jun2013,1386.8,106.18,5
15jun2013,1386.8,106.18,6
16jun2013,1386.8,106.18,0
17jun2013,1383.29,106.13,1
18jun2013,1363.9,105.81,2
19jun2013,1373.84,106.21,3
20jun2013,1296.78,103.09,4
21jun2013,1289.85,100.71,5
22jun2013,1289.85,100.71,6
23jun2013,1289.85,100.71,0
24jun2013,1286.53,100.11,1
25jun2013,1275.15,101.93,2
26jun2013,1234.47,100.92,3
27jun2013,1228.28,103.06,4
28jun2013,1215.43,102.61,5
29jun2013,1215.43,102.61,6
30jun2013,1215.43,102.61,0
01jul2013,1246.84,103.18,1
02jul2013,1249.42,103.77,2
03jul2013,1258.45,105.88,3
04jul2013,1248.6,105.3,4
05jul2013,1214.88,107.12,5
06jul2013,1214.88,107.12,6
07jul2013,1214.88,107.12,0
08jul2013,1236.8,107.69,1
09jul2013,1249.4,107.68,2
10jul2013,1257.55,108.29,3
11jul2013,1280.55,108.03,4
12jul2013,1279.94,108.6,5
13jul2013,1279.94,108.6,6
14jul2013,1279.94,108.6,0
15jul2013,1284.97,108.93,1
16jul2013,1291.78,109.1,2
17jul2013,1283.3,109.47,3
18jul2013,1285.69,109.51,4
19jul2013,1294.81,109.33,5
20jul2013,1294.81,109.33,6
21jul2013,1294.81,109.33,0
22jul2013,1327.78,108.81,1
23jul2013,1334.53,109.38,2
24jul2013,1332.65,108.37,3
25jul2013,1326.28,108.29,4
26jul2013,1318.27,107.92,5
27jul2013,1318.27,107.92,6
28jul2013,1318.27,107.92,0
29jul2013,1329.68,108.45,1
30jul2013,1325.03,107.8,2
31jul2013,1309.66,108.03,3
01aug2013,1314.44,110.05,4
02aug2013,1313.35,108.98,5
03aug2013,1313.35,108.98,6
04aug2013,1313.35,108.98,0
05aug2013,1298.93,108.98,1
06aug2013,1286.68,107.96,2
07aug2013,1285.44,107.68,3
08aug2013,1308.91,106.63,4
09aug2013,1311.1,107.47,5
10aug2013,1311.1,107.47,6
11aug2013,1311.1,107.47,0
12aug2013,1341.37,108.26,1
13aug2013,1326.66,109.69,2
14aug2013,1332.46,109.72,3
15aug2013,1329.41,111.05,4
16aug2013,1368.03,111.58,5
17aug2013,1368.03,111.58,6
18aug2013,1368.03,111.58,0
19aug2013,1366.85,111.8,1
20aug2013,1373.72,111.21,2
21aug2013,1369.05,111.23,3
22aug2013,1376.51,111,4
23aug2013,1396.31,112.15,5
24aug2013,1396.31,112.15,6
25aug2013,1396.31,112.15,0
26aug2013,1396.31,112.27,1
27aug2013,1418,115.37,2
28aug2013,1417.55,116.68,3
29aug2013,1407.14,117.32,4
30aug2013,1397.63,116.2,5
31aug2013,1397.63,116.2,6
01sep2013,1397.63,116.2,0
02sep2013,1393.3,115.24,1
03sep2013,1402.23,115.26,2
04sep2013,1391.28,115.44,3
05sep2013,1369.66,115.45,4
06sep2013,1387.18,116.56,5
07sep2013,1387.18,116.56,6
08sep2013,1387.18,116.56,0
09sep2013,1388.38,114.79,1
10sep2013,1362.52,111.32,2
11sep2013,1363.01,111.89,3
12sep2013,1331.15,112.56,4
13sep2013,1316.9,112.27,5
14sep2013,1316.9,112.27,6
15sep2013,1316.9,112.27,0
16sep2013,1317.63,111.2,1
17sep2013,1311.39,109.52,2
18sep2013,1299.09,110,3
19sep2013,1371.61,111.09,4
20sep2013,1337.97,110.26,5
21sep2013,1337.97,110.26,6
22sep2013,1337.97,110.26,0
23sep2013,1327.94,109.13,1
24sep2013,1316.85,109.02,2
25sep2013,1336.64,110.69,3
26sep2013,1325.3,110.14,4
27sep2013,1339.77,110.5,5
28sep2013,1339.77,110.5,6
29sep2013,1339.77,110.5,0
30sep2013,1330.84,108.89,1
01oct2013,1290.24,108.13,2
02oct2013,1318.4,110.03,3
03oct2013,1315.18,110.18,4
04oct2013,1311.09,109.13,5
05oct2013,1311.09,109.13,6
06oct2013,1311.09,109.13,0
07oct2013,1324.09,109.63,1
08oct2013,1327.15,110.47,2
09oct2013,1301.99,108.78,3
10oct2013,1300.58,111.47,4
11oct2013,1268.29,110.68,5
12oct2013,1268.29,110.68,6
13oct2013,1268.29,110.68,0
14oct2013,1280.8,110.19,1
15oct2013,1270.15,110.56,2
16oct2013,1271.55,111.1,3
17oct2013,1319.54,109.73,4
18oct2013,1316.31,110.1,5
19oct2013,1316.31,110.1,6
20oct2013,1316.31,110.1,0
21oct2013,1316.12,110.14,1
22oct2013,1342.46,110.18,2
23oct2013,1334.69,108.9,3
24oct2013,1347.45,107.83,4
25oct2013,1346.69,106.96,5
26oct2013,1346.69,106.96,6
27oct2013,1346.69,106.96,0
28oct2013,1353.59,109.04,1
29oct2013,1346.19,109.15,2
30oct2013,1355.13,109.78,3
31oct2013,1323.61,109.07,4
01nov2013,1309.9,106.83,5
02nov2013,1309.9,106.83,6
03nov2013,1309.9,106.83,0
04nov2013,1318.56,105.85,1
05nov2013,1309.84,105.76,2
06nov2013,1316.51,106.12,3
07nov2013,1311.05,103.79,4
08nov2013,1285.35,104.46,5
09nov2013,1285.35,104.46,6
10nov2013,1285.35,104.46,0
11nov2013,1282.6,105.96,1
12nov2013,1275.15,106.58,2
13nov2013,1275.44,107.19,3
14nov2013,1289.99,108.73,4
15nov2013,1287.74,108.56,5
16nov2013,1287.74,108.56,6
17nov2013,1287.74,108.56,0
18nov2013,1280.17,108.97,1
19nov2013,1274.94,108.53,2
20nov2013,1263.75,108.21,3
21nov2013,1241.94,109.43,4
22nov2013,1245.4,110.81,5
23nov2013,1245.4,110.81,6
24nov2013,1245.4,110.81,0
25nov2013,1239.9,110.3,1
26nov2013,1244.05,111.58,2
27nov2013,1242.94,111.11,3
28nov2013,1244.5,111.15,4
29nov2013,1253.35,111.24,5
30nov2013,1253.35,111.24,6
01dec2013,1253.35,111.24,0
02dec2013,1227.74,111.25,1
03dec2013,1223.6,112.84,2
04dec2013,1226.74,112.83,3
05dec2013,1228.15,111.79,4
06dec2013,1235.55,111.44,5
07dec2013,1235.55,111.44,6
08dec2013,1235.55,111.44,0
09dec2013,1236.1,110.05,1
10dec2013,1261.65,108.9,2
11dec2013,1257.07,109.57,3
12dec2013,1230,109.03,4
13dec2013,1236,108.31,5
14dec2013,1236,108.31,6
15dec2013,1236,108.31,0
16dec2013,1242.47,110.4,1
17dec2013,1229.8,109.06,2
18dec2013,1231.32,109.92,3
19dec2013,1195.57,111.02,4
20dec2013,1205.47,111.94,5
21dec2013,1205.47,111.94,6
22dec2013,1205.47,111.94,0
23dec2013,1201.55,112.22,1
